Email,Opportunity title,Owner name,Host,CLAIM_URL,Slug
kate.randall@propertyfranchise.co.uk,"Parkers Franchise","Parkers Franchise","Part of The Property Franchise Group","https://www.thenetworkeruk.com/opportunities/parkers-franchise?email=kate.randall%40propertyfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","parkers-franchise"
rohini.syal@passthekeys.co.uk,"Pass the Keys Franchise","Pass the Keys Franchise","Pass the Keys","https://www.thenetworkeruk.com/opportunities/pass-the-keys-franchise?email=rohini.syal%40passthekeys.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pass-the-keys-franchise"
grant@grantstain.com,"Pendleton Partners Franchise","Pendleton Partners Franchise","Pendleton Partners","https://www.thenetworkeruk.com/opportunities/pendleton-partners-franchise?email=grant%40grantstain.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pendleton-partners-franchise"
matteo@tribute-brands.com,"PILAT3S Franchise","PILAT3S Franchise","PILAT3S","https://www.thenetworkeruk.com/opportunities/pilat3s-franchise?email=matteo%40tribute-brands.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pilat3s-franchise"
scott@pillowpartners.co.uk,"Pillow Partners Franchise","Pillow Partners Franchise","Pillow Partners","https://www.thenetworkeruk.com/opportunities/pillow-partners-franchise?email=scott%40pillowpartners.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pillow-partners-franchise"
mike.broad@pitman-training.com,"Pitman Training Franchise","Pitman Training Franchise","Pitman Training Group","https://www.thenetworkeruk.com/opportunities/pitman-training-franchise?email=mike.broad%40pitman-training.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pitman-training-franchise"
william.barker@pizzahut.co.uk,"Pizza Hut Franchise","Pizza Hut Franchise","Pizza Hut","https://www.thenetworkeruk.com/opportunities/pizza-hut-franchise?email=william.barker%40pizzahut.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pizza-hut-franchise"
info@pizzatriangle.co.uk,"Pizza Triangle Franchise","Pizza Triangle Franchise","Pizza Traiangle","https://www.thenetworkeruk.com/opportunities/pizza-triangle-franchise?email=info%40pizzatriangle.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pizza-triangle-franchise"
d.pearce@platinumpropertypartners.co.uk,"Platinum Property Partners Franchise","Platinum Property Partners Franchise","Platinum Property Partners","https://www.thenetworkeruk.com/opportunities/platinum-property-partners-franchise?email=d.pearce%40platinumpropertypartners.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","platinum-property-partners-franchise"
franchise@plusfitness.co.uk,"Plus Fitness franchise","Plus Fitness franchise","Plus Fitness","https://www.thenetworkeruk.com/opportunities/plus-fitness-franchise?email=franchise%40plusfitness.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","plus-fitness-franchise"
toby@popfranchising.com,"Pop Connect Franchise","Pop Connect Franchise","Pop Connect","https://www.thenetworkeruk.com/opportunities/pop-connect-franchise?email=toby%40popfranchising.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pop-connect-franchise"
martin@postandpackinguk.com,"Post & Packing Franchise","Post & Packing Franchise","Post & Packing","https://www.thenetworkeruk.com/opportunities/post-packing-franchise?email=martin%40postandpackinguk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","post-packing-franchise"
brendon@limelicensinggroup.co.uk,"Pressed in Time Franchise","Pressed in Time Franchise","Pressed in Time","https://www.thenetworkeruk.com/opportunities/pressed-in-time-franchise?email=brendon%40limelicensinggroup.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pressed-in-time-franchise"
franchise.enquiries@prestige-nursing.co.uk,"Prestige Nursing and Care Franchise","Prestige Nursing and Care Franchise","Prestige Nursing and Care","https://www.thenetworkeruk.com/opportunities/prestige-nursing-and-care-franchise?email=franchise.enquiries%40prestige-nursing.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","prestige-nursing-and-care-franchise"
sam.otterburn@pret.co.uk,"Pret A Manger Franchise","Pret A Manger Franchise","Pret A Manger","https://www.thenetworkeruk.com/opportunities/pret-a-manger-franchise?email=sam.otterburn%40pret.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","pret-a-manger-franchise"
paul@professionalinventories.com,"Professional Inventories Franchise","Professional Inventories Franchise","Professional Inventories","https://www.thenetworkeruk.com/opportunities/professional-inventories-franchise?email=paul%40professionalinventories.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","professional-inventories-franchise"
alex@prokil.co.uk,"Prokil","Prokil","Prokil Damp & Timber Franchise","https://www.thenetworkeruk.com/opportunities/prokil?email=alex%40prokil.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","prokil"
adrian.ayres@puccinosww.com,"Puccino’s Franchise","Puccino’s Franchise","Puccino’s","https://www.thenetworkeruk.com/opportunities/puccino-s-franchise?email=adrian.ayres%40puccinosww.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","puccino-s-franchise"
claire.mills@puddleducks.com,"Puddle Ducks Franchise","Puddle Ducks Franchise","Puddle Ducks","https://www.thenetworkeruk.com/opportunities/puddle-ducks-franchise?email=claire.mills%40puddleducks.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","puddle-ducks-franchise"
elliott.shuttleworth@wedoplay.co.uk,"Putt Putt Noodle Franchise","Putt Putt Noodle Franchise","Putt Putt Noodle","https://www.thenetworkeruk.com/opportunities/putt-putt-noodle-franchise?email=elliott.shuttleworth%40wedoplay.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","putt-putt-noodle-franchise"
phil.mackechnie@radfieldhomecare.co.uk,"Radfield Home Care Franchise","Radfield Home Care Franchise","Radfield Home Care","https://www.thenetworkeruk.com/opportunities/radfield-home-care-franchise?email=phil.mackechnie%40radfieldhomecare.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","radfield-home-care-franchise"
bimal@rainingberries.com,"Raining Berries Franchise","Raining Berries Franchise","Raining Berries","https://www.thenetworkeruk.com/opportunities/raining-berries-franchise?email=bimal%40rainingberries.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","raining-berries-franchise"
franchise@rawrbeauty.co.uk,"Rawr Beauty Franchise","Rawr Beauty Franchise","Rawr","https://www.thenetworkeruk.com/opportunities/rawr-beauty-franchise?email=franchise%40rawrbeauty.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","rawr-beauty-franchise"
marcus.clarke@remax.uk,"Re/Max Franchise","Re/Max Franchise","Re/Max","https://www.thenetworkeruk.com/opportunities/re-max-franchise?email=marcus.clarke%40remax.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","re-max-franchise"
franchise@reallyawesomecoffee.co.uk,"Really Awesome Coffee Franchise","Really Awesome Coffee Franchise","Really Awesome Coffee","https://www.thenetworkeruk.com/opportunities/really-awesome-coffee-franchise?email=franchise%40reallyawesomecoffee.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","really-awesome-coffee-franchise"
franchise@recoverphysio.co.uk,"Recover Physio Franchise","Recover Physio Franchise","Recover Physiotherapy","https://www.thenetworkeruk.com/opportunities/recover-physio-franchise?email=franchise%40recoverphysio.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","recover-physio-franchise"
a.hueni@reisswolf-franchise.com,"REISSWOLF Franchise","REISSWOLF Franchise","REISSWOLF","https://www.thenetworkeruk.com/opportunities/reisswolf-franchise?email=a.hueni%40reisswolf-franchise.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","reisswolf-franchise"
cathryn.hayes@revive-uk.com,"Revive! Franchise","Revive! Franchise","Revive!","https://www.thenetworkeruk.com/opportunities/revive-franchise?email=cathryn.hayes%40revive-uk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","revive-franchise"
info@revolution-records.co.uk,"Revolution Records Franchise","Revolution Records Franchise","Revolution Records","https://www.thenetworkeruk.com/opportunities/revolution-records-franchise?email=info%40revolution-records.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","revolution-records-franchise"
kate.dilworth@rightathomeuk.com,"Right at Home Franchise","Right at Home Franchise","Right at Home","https://www.thenetworkeruk.com/opportunities/right-at-home-franchise?email=kate.dilworth%40rightathomeuk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","right-at-home-franchise"
trevor.brocklebank@rise.life,"Rise franchise","Rise franchise","Rise","https://www.thenetworkeruk.com/opportunities/rise-franchise?email=trevor.brocklebank%40rise.life&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","rise-franchise"
paul.murphy@wedoplay.co.uk,"Rumble Rooms Franchise","Rumble Rooms Franchise","Rumble Rooms","https://www.thenetworkeruk.com/opportunities/rumble-rooms-franchise?email=paul.murphy%40wedoplay.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","rumble-rooms-franchise"
massimo@russosfranchise.com,"Russo’s New York Pizzeria Franchise","Russo’s New York Pizzeria Franchise","Russo’s New York Pizzeria","https://www.thenetworkeruk.com/opportunities/russo-s-new-york-pizzeria-franchise?email=massimo%40russosfranchise.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","russo-s-new-york-pizzeria-franchise"
franchiseopportunities@schoolofrock.com,"School of Rock Franchise","School of Rock Franchise","School of Rock","https://www.thenetworkeruk.com/opportunities/school-of-rock-franchise?email=franchiseopportunities%40schoolofrock.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","school-of-rock-franchise"
nil@franchisewithus.com,"Scooperb Franchise","Scooperb Franchise","Scooperb","https://www.thenetworkeruk.com/opportunities/scooperb-franchise?email=nil%40franchisewithus.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","scooperb-franchise"
bary@sendmeatrainer.com,"Send Me a Pro Franchise","Send Me a Pro Franchise","Send Me a Pro","https://www.thenetworkeruk.com/opportunities/send-me-a-pro-franchise?email=bary%40sendmeatrainer.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","send-me-a-pro-franchise"
franchise@shuttercraft.co.uk,"Shuttercraft Franchise","Shuttercraft Franchise","Shuttercraft","https://www.thenetworkeruk.com/opportunities/shuttercraft-franchise?email=franchise%40shuttercraft.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","shuttercraft-franchise"
dharam.basi@signarama.co.uk,"Signarama Franchise","Signarama Franchise","Signarama","https://www.thenetworkeruk.com/opportunities/signarama-franchise?email=dharam.basi%40signarama.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","signarama-franchise"
mma.wakefield@signs-express.co.uk,"Signs Express","Signs Express","Signs Express","https://www.thenetworkeruk.com/opportunities/signs-express?email=mma.wakefield%40signs-express.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","signs-express"
andy@limelicensinggroup.co.uk,"Skill Samurai Franchise","Skill Samurai Franchise","Skill Samurai","https://www.thenetworkeruk.com/opportunities/skill-samurai-franchise?email=andy%40limelicensinggroup.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","skill-samurai-franchise"
mark.salter@eatsmacks.com,"Smacks Burgers & Hot Chicken Franchise","Smacks Burgers & Hot Chicken Franchise","Smacks","https://www.thenetworkeruk.com/opportunities/smacks-burgers-hot-chicken-franchise?email=mark.salter%40eatsmacks.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","smacks-burgers-hot-chicken-franchise"
ranjitchohan@hotmail.com,"Small Talk Nurseries Franchise","Small Talk Nurseries Franchise","Small Talk Nurseries","https://www.thenetworkeruk.com/opportunities/small-talk-nurseries-franchise?email=ranjitchohan%40hotmail.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","small-talk-nurseries-franchise"
franchise@smartcorporatestays.com,"Smart Corporate Stays Franchise","Smart Corporate Stays Franchise","Smart Corporate Stays","https://www.thenetworkeruk.com/opportunities/smart-corporate-stays-franchise?email=franchise%40smartcorporatestays.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","smart-corporate-stays-franchise"
franchise@smellfabulousnow.com,"Smell Fabulous Now Franchise","Smell Fabulous Now Franchise","Smell Fabulous Now","https://www.thenetworkeruk.com/opportunities/smell-fabulous-now-franchise?email=franchise%40smellfabulousnow.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","smell-fabulous-now-franchise"
vaughan.maiden@snapfitness.com,"Snap Fitness Franchise","Snap Fitness Franchise","Snap Fitness","https://www.thenetworkeruk.com/opportunities/snap-fitness-franchise?email=vaughan.maiden%40snapfitness.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","snap-fitness-franchise"
franchise@sobeburger.co.uk,"SoBe Burger Franchise","SoBe Burger Franchise","SoBe Burger","https://www.thenetworkeruk.com/opportunities/sobe-burger-franchise?email=franchise%40sobeburger.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","sobe-burger-franchise"
chris.kirkwood@sourced.co,"Sourced Franchise","Sourced Franchise","Sourced Franchise","https://www.thenetworkeruk.com/opportunities/sourced-franchise?email=chris.kirkwood%40sourced.co&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","sourced-franchise"
franchise@sparklecleanup.com,"Sparkle Cleaning Franchise","Sparkle Cleaning Franchise","Sparkle Cleaning","https://www.thenetworkeruk.com/opportunities/sparkle-cleaning-franchise?email=franchise%40sparklecleanup.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","sparkle-cleaning-franchise"
marketing@spittingpig.co.uk,"Spitting Pig Franchise","Spitting Pig Franchise","Spitting Pig","https://www.thenetworkeruk.com/opportunities/spitting-pig-franchise?email=marketing%40spittingpig.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","spitting-pig-franchise"
office@sportskidz.co.uk,"SportsKidz Franchise","SportsKidz Franchise","SportsKidz","https://www.thenetworkeruk.com/opportunities/sportskidz-franchise?email=office%40sportskidz.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","sportskidz-franchise"
franchiserecruitment@stagecoach.global,"Stagecoach franchise","Stagecoach franchise","Stagecoach","https://www.thenetworkeruk.com/opportunities/stagecoach-franchise?email=franchiserecruitment%40stagecoach.global&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","stagecoach-franchise"
doug.williamson@stickbug.co.uk,"Stickbug Franchise","Stickbug Franchise","Stickbug","https://www.thenetworkeruk.com/opportunities/stickbug-franchise?email=doug.williamson%40stickbug.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","stickbug-franchise"
ukjoinus@studiopilates.com,"Studio Pilates Franchise","Studio Pilates Franchise","Studio Pilates","https://www.thenetworkeruk.com/opportunities/studio-pilates-franchise?email=ukjoinus%40studiopilates.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","studio-pilates-franchise"
kerry.bhella@subway.com,"Subway UK Franchise","Subway UK Franchise","Subway","https://www.thenetworkeruk.com/opportunities/subway-uk-franchise?email=kerry.bhella%40subway.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","subway-uk-franchise"
franchise@surpricemobility.com,"SurpriceMobility Franchise","SurpriceMobility Franchise","Surprice Car Rental","https://www.thenetworkeruk.com/opportunities/surpricemobility-franchise?email=franchise%40surpricemobility.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","surpricemobility-franchise"
emma.chapell@sylviancare.co.uk,"Sylvian Care Franchise","Sylvian Care Franchise","Sylvian Care","https://www.thenetworkeruk.com/opportunities/sylvian-care-franchise?email=emma.chapell%40sylviancare.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","sylvian-care-franchise"
franchise@t4.co.uk,"T4 Bubble Tea Franchise","T4 Bubble Tea Franchise","T4 Bubble Tea","https://www.thenetworkeruk.com/opportunities/t4-bubble-tea-franchise?email=franchise%40t4.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","t4-bubble-tea-franchise"
franchiseenquiries@taxassist.co.uk,"TaxAssist","TaxAssist","TaxAssist","https://www.thenetworkeruk.com/opportunities/taxassist?email=franchiseenquiries%40taxassist.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","taxassist"
joanne@ten.co.uk,"tenreformer franchise","tenreformer franchise","tenreformer","https://www.thenetworkeruk.com/opportunities/tenreformer-franchise?email=joanne%40ten.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","tenreformer-franchise"
roz.armitage@tezlom.com,"Tezlom Franchise","Tezlom Franchise","Tezlom Health Recruitment Agency","https://www.thenetworkeruk.com/opportunities/tezlom-franchise?email=roz.armitage%40tezlom.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","tezlom-franchise"
ereid@thealternativeboard.co.uk,"The Alternative Board Franchise","The Alternative Board Franchise","The Alternative Board","https://www.thenetworkeruk.com/opportunities/the-alternative-board-franchise?email=ereid%40thealternativeboard.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-alternative-board-franchise"
mario.aleppo@fireaway.co.uk,"The Baked Ice Cream Co Franchise","The Baked Ice Cream Co Franchise","The Baked Ice Cream Co","https://www.thenetworkeruk.com/opportunities/the-baked-ice-cream-co-franchise?email=mario.aleppo%40fireaway.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-baked-ice-cream-co-franchise"
franchise@thechristmasdecorators.com,"The Christmas Decorators Franchise","The Christmas Decorators Franchise","The Christmas Decorators","https://www.thenetworkeruk.com/opportunities/the-christmas-decorators-franchise?email=franchise%40thechristmasdecorators.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-christmas-decorators-franchise"
suebryer@thegood.co.uk,"The Good Estate Agent Franchise","The Good Estate Agent Franchise","The Good Estate Agent","https://www.thenetworkeruk.com/opportunities/the-good-estate-agent-franchise?email=suebryer%40thegood.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-good-estate-agent-franchise"
robbryer@thegood.co.uk,"The Good Travel Franchise","The Good Travel Franchise","The Good Travel","https://www.thenetworkeruk.com/opportunities/the-good-travel-franchise?email=robbryer%40thegood.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-good-travel-franchise"
mwhite@ufgcorp.com,"The Great Greek Mediterranean Grill Franchise","The Great Greek Mediterranean Grill Franchise","The Great Greek","https://www.thenetworkeruk.com/opportunities/the-great-greek-mediterranean-grill-franchise?email=mwhite%40ufgcorp.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-great-greek-mediterranean-grill-franchise"
essie.kronstat@thelearningexperience.com,"The Learning Experience Franchise","The Learning Experience Franchise","The Learning Experience","https://www.thenetworkeruk.com/opportunities/the-learning-experience-franchise?email=essie.kronstat%40thelearningexperience.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-learning-experience-franchise"
charlie@ashtonsfranchise.com,"The Learning Hub Franchise","The Learning Hub Franchise","The Learning Hub","https://www.thenetworkeruk.com/opportunities/the-learning-hub-franchise?email=charlie%40ashtonsfranchise.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-learning-hub-franchise"
bradley@theloftconverter.com,"The Loft Converter Franchise","The Loft Converter Franchise","The Loft Converter","https://www.thenetworkeruk.com/opportunities/the-loft-converter-franchise?email=bradley%40theloftconverter.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-loft-converter-franchise"
justin.graves@massagecompany.co.uk,"The Massage Company Franchise","The Massage Company Franchise","The Massage Company","https://www.thenetworkeruk.com/opportunities/the-massage-company-franchise?email=justin.graves%40massagecompany.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-massage-company-franchise"
caroline@thementalwellbeingcompany.com,"The Mental Wellbeing Company Franchise","The Mental Wellbeing Company Franchise","The Mental Wellbeing Company","https://www.thenetworkeruk.com/opportunities/the-mental-wellbeing-company-franchise?email=caroline%40thementalwellbeingcompany.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-mental-wellbeing-company-franchise"
penny.sanders@propertyfranchise.co.uk,"The Property Franchise Group","The Property Franchise Group","The Property Franchise Group","https://www.thenetworkeruk.com/opportunities/the-property-franchise-group?email=penny.sanders%40propertyfranchise.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-property-franchise-group"
deborah@thereadingdoctors.com,"The Reading Doctor Franchise","The Reading Doctor Franchise","The Reading Doctor","https://www.thenetworkeruk.com/opportunities/the-reading-doctor-franchise?email=deborah%40thereadingdoctors.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-reading-doctor-franchise"
gen@theseasonsartclass.com,"The Seasons Art Class Franchise","The Seasons Art Class Franchise","The Seasons Art Class","https://www.thenetworkeruk.com/opportunities/the-seasons-art-class-franchise?email=gen%40theseasonsartclass.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-seasons-art-class-franchise"
andy@beesmartconsultancy.co.uk,"The Steamhouse Franchise","The Steamhouse Franchise","The Steamhouse","https://www.thenetworkeruk.com/opportunities/the-steamhouse-franchise?email=andy%40beesmartconsultancy.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-steamhouse-franchise"
franchise@urbanchocolatier.co.uk,"The Urban Chocolatier Franchise","The Urban Chocolatier Franchise","The Urban Chocolatier","https://www.thenetworkeruk.com/opportunities/the-urban-chocolatier-franchise?email=franchise%40urbanchocolatier.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-urban-chocolatier-franchise"
franchise@vipdaycentre.co.uk,"The VIP Day Centre Franchise","The VIP Day Centre Franchise","The VIP Day Centre","https://www.thenetworkeruk.com/opportunities/the-vip-day-centre-franchise?email=franchise%40vipdaycentre.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-vip-day-centre-franchise"
franchise@thezipyard.co.uk,"The Zip Yard Franchise","The Zip Yard Franchise","The Zip Yard","https://www.thenetworkeruk.com/opportunities/the-zip-yard-franchise?email=franchise%40thezipyard.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","the-zip-yard-franchise"
david@tidygreenclean.co.uk,"Tidy Green Clean Franchise","Tidy Green Clean Franchise","Tidy Green Clean","https://www.thenetworkeruk.com/opportunities/tidy-green-clean-franchise?email=david%40tidygreenclean.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","tidy-green-clean-franchise"
ronan.mccool@totalclean.co.uk,"Total Clean Franchise","Total Clean Franchise","Total Clean","https://www.thenetworkeruk.com/opportunities/total-clean-franchise?email=ronan.mccool%40totalclean.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","total-clean-franchise"
william@transoluk.com,"Transol Sameday Franchise","Transol Sameday Franchise","Transol Sameday","https://www.thenetworkeruk.com/opportunities/transol-sameday-franchise?email=william%40transoluk.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","transol-sameday-franchise"
truedan.uk@gmail.com,"TRUEDAN Franchise","TRUEDAN Franchise","TRUEDAN","https://www.thenetworkeruk.com/opportunities/truedan-franchise?email=truedan.uk%40gmail.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","truedan-franchise"
ian@trulawn.co.uk,"Trulawn Franchise","Trulawn Franchise","Trulawn","https://www.thenetworkeruk.com/opportunities/trulawn-franchise?email=ian%40trulawn.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","trulawn-franchise"
sshetra@tutordoctor.com,"Tutor Doctor Franchise","Tutor Doctor Franchise","Tutor Doctor","https://www.thenetworkeruk.com/opportunities/tutor-doctor-franchise?email=sshetra%40tutordoctor.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","tutor-doctor-franchise"
pnewton@unitedcarpetsandbeds.com,"United Carpets & Beds Franchise","United Carpets & Beds Franchise","United Carpets Group","https://www.thenetworkeruk.com/opportunities/united-carpets-beds-franchise?email=pnewton%40unitedcarpetsandbeds.com&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","united-carpets-beds-franchise"
barney@urbanbaristas.co.uk,"Urban Baristas Franchise","Urban Baristas Franchise","Urban Baristas","https://www.thenetworkeruk.com/opportunities/urban-baristas-franchise?email=barney%40urbanbaristas.co.uk&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","urban-baristas-franchise"
info@urbanclean.com.au,"Urban Clean Franchise","Urban Clean Franchise","Urban Clean","https://www.thenetworkeruk.com/opportunities/urban-clean-franchise?email=info%40urbanclean.com.au&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","urban-clean-franchise"
daniel.shaw@valenta.io,"Valenta Franchise","Valenta Franchise","Valenta","https://www.thenetworkeruk.com/opportunities/valenta-franchise?email=daniel.shaw%40valenta.io&intent=opportunity-claim&auth=register&next=%2Forganiser%2F%3Fonboard%3Dopportunity-claim","valenta-franchise"
